tour,date,tournament,winner,loser,B365W,B365L,PSW,PSL
WTA,2021-06-16 00:00:00,Viking Classic ,Vandeweghe C.,Tomljanovic A.,2.2,1.66,2.39,1.65
WTA,2021-06-16 00:00:00,Viking Classic ,Vekic D.,Giorgi C.,1.72,2.1,1.76,2.19
WTA,2021-06-16 00:00:00,Viking Classic ,Watson H.,Zhang S.,2.2,1.66,2.25,1.72
WTA,2021-06-17 00:00:00,Viking Classic ,Jabeur O.,Fernandez L.A.,1.36,3.2,1.43,3.07
WTA,2021-06-17 00:00:00,Viking Classic ,Potapova A.,Mladenovic K.,2.1,1.72,2.15,1.79
WTA,2021-06-17 00:00:00,Viking Classic ,Martincova T.,Ostapenko J.,3.4,1.33,3.52,1.35
WTA,2021-06-17 00:00:00,Viking Classic ,Kasatkina D.,Kostyuk M.,2,1.8,2.08,1.83
WTA,2021-06-19 00:00:00,Viking Classic ,Jabeur O.,Potapova A.,1.44,2.75,1.47,2.9
WTA,2021-06-19 00:00:00,Viking Classic ,Watson H.,Vekic D.,2.62,1.5,2.73,1.52
WTA,2021-06-19 00:00:00,Viking Classic ,Vandeweghe C.,Bouzkova M.,2,1.8,2.16,1.78
WTA,2021-06-19 00:00:00,Viking Classic ,Kasatkina D.,Martincova T.,1.3,3.5,1.3,3.95
WTA,2021-06-19 00:00:00,Viking Classic ,Jabeur O.,Watson H.,1.33,3.4,1.32,3.65
WTA,2021-06-19 00:00:00,Viking Classic ,Kasatkina D.,Vandeweghe C.,1.61,2.3,1.59,2.5
WTA,2021-06-20 00:00:00,Viking Classic ,Jabeur O.,Kasatkina D.,1.61,2.3,1.53,2.71
WTA,2021-06-20 00:00:00,Bad Homburg Open,Tig P.M.,Barthel M.,2.2,1.66,2.21,1.72
WTA,2021-06-20 00:00:00,Bad Homburg Open,Siniakova K.,Gracheva V.,1.33,3.4,1.32,3.7
WTA,2021-06-20 00:00:00,Bad Homburg Open,Anisimova A.,Kovinic D.,1.16,5,1.27,4.17
WTA,2021-06-20 00:00:00,Bad Homburg Open,Korpatsch T.,Peterson R.,4.33,1.22,4.29,1.26
WTA,2021-06-20 00:00:00,Bad Homburg Open,Doi M.,Danilina A.,1.07,9,1.07,11
WTA,2021-06-20 00:00:00,Bad Homburg Open,Podoroska N.,Guth M.,1.1,7,1.08,9.36
WTA,2021-06-20 00:00:00,Bad Homburg Open,Petkovic A.,Cirstea S.,2.75,1.44,3.06,1.42
WTA,2021-06-21 00:00:00,Bad Homburg Open,Sorribes Tormo S.,Trevisan M.,1.14,5.5,1.21,4.89
WTA,2021-06-21 00:00:00,Bad Homburg Open,Blinkova A.,Tauson C.,2.75,1.44,3.1,1.41
WTA,2021-06-21 00:00:00,Bad Homburg Open,Siegemund L.,Bhatia R.,3,1.4,,
WTA,2021-06-21 00:00:00,Bad Homburg Open,Li A.,Zaja A.,1.4,3,1.39,3.18
WTA,2021-06-21 00:00:00,Bad Homburg Open,Cornet A.,Rus A.,1.5,2.62,1.57,2.55
WTA,2021-06-21 00:00:00,Bad Homburg Open,Pegula J.,Hesse A.,1.08,8,1.1,8.23
WTA,2021-06-21 00:00:00,Bad Homburg Open,Kvitova P.,Piter K.,1.04,13,1.05,13.23
WTA,2021-06-21 00:00:00,Bad Homburg Open,Kerber A.,Yashina E.,1.04,13,1.06,12
WTA,2021-06-22 00:00:00,Bad Homburg Open,Azarenka V.,Hatouka Y.,1.06,10,1.06,11.76
WTA,2021-06-22 00:00:00,Bad Homburg Open,Siniakova K.,Pegula J.,2.62,1.5,2.73,1.52
WTA,2021-06-22 00:00:00,Bad Homburg Open,Siegemund L.,Korpatsch T.,1.33,3.4,1.38,3.31
WTA,2021-06-22 00:00:00,Bad Homburg Open,Anisimova A.,Petkovic A.,1.44,2.75,1.41,3.19
WTA,2021-06-23 00:00:00,Bad Homburg Open,Podoroska N.,Tig P.M.,1.44,2.75,1.5,2.8
WTA,2021-06-23 00:00:00,Bad Homburg Open,Sorribes Tormo S.,Doi M.,1.5,2.62,1.57,2.57
WTA,2021-06-23 00:00:00,Bad Homburg Open,Azarenka V.,Cornet A.,1.3,3.5,1.31,3.81
WTA,2021-06-23 00:00:00,Bad Homburg Open,Kerber A.,Blinkova A.,1.16,5,1.26,4.3
WTA,2021-06-23 00:00:00,Bad Homburg Open,Kvitova P.,Li A.,1.4,3,1.41,3.19
WTA,2021-06-24 00:00:00,Bad Homburg Open,Sorribes Tormo S.,Azarenka V.,3,1.4,3.26,1.39
WTA,2021-06-25 00:00:00,Bad Homburg Open,Siniakova K.,Siegemund L.,1.4,3,1.37,3.4
WTA,2021-06-25 00:00:00,Bad Homburg Open,Kerber A.,Anisimova A.,1.72,2.1,1.69,2.3
WTA,2021-06-25 00:00:00,Bad Homburg Open,Kvitova P.,Podoroska N.,1.16,5,1.23,4.75
WTA,2021-06-25 00:00:00,Bad Homburg Open,Siniakova K.,Sorribes Tormo S.,1.61,2.3,1.61,2.44
WTA,2021-06-25 00:00:00,Bad Homburg Open,Kerber A.,Kvitova P.,2.1,1.72,2.14,1.78
WTA,2021-06-26 00:00:00,Bad Homburg Open,Kerber A.,Siniakova K.,1.53,2.5,1.57,2.58
WTA,2021-06-22 00:00:00,Viking International,Svitolina E.,Badosa P.,1.66,2.2,1.65,2.36
WTA,2021-06-22 00:00:00,Viking International,Rybakina E.,Dart H.,1.2,4.5,1.19,5.2
WTA,2021-06-22 00:00:00,Viking International,Sevastova A.,Kostyuk M.,2,1.8,1.99,1.89
WTA,2021-06-22 00:00:00,Viking International,Andreescu B.,Mchale C.,1.28,3.75,1.34,3.55
WTA,2021-06-22 00:00:00,Viking International,Giorgi C.,Pliskova Ka.,2.75,1.44,2.87,1.47
WTA,2021-06-22 00:00:00,Viking International,Ostapenko J.,Pavlyuchenkova A.,1.66,2.2,1.54,2.63
WTA,2021-06-22 00:00:00,Viking International,Rogers S.,Bertens K.,1.36,3.2,1.42,3.09
WTA,2021-06-22 00:00:00,Viking International,Jabeur O.,Vondrousova M.,1.4,3,1.43,3.01
WTA,2021-06-22 00:00:00,Viking International,Swiatek I.,Watson H.,1.16,5,1.21,4.86
WTA,2021-06-22 00:00:00,Viking International,Kasatkina D.,Zvonareva V.,1.8,2,2.1,1.81
WTA,2021-06-22 00:00:00,Viking International,Kontaveit A.,Kuznetsova S.,1.25,4,1.26,4.21
WTA,2021-06-22 00:00:00,Viking International,Gauff C.,Mertens E.,1.72,2.1,1.88,2
WTA,2021-06-22 00:00:00,Viking International,Riske A.,Kudermetova V.,3.2,1.36,3.24,1.39
WTA,2021-06-22 00:00:00,Viking International,Golubic V.,Stosur S.,1.16,5,1.2,5.12
WTA,2021-06-22 00:00:00,Viking International,Sabalenka A.,Pera B.,1.2,4.5,1.2,5.17
WTA,2021-06-22 00:00:00,Viking International,Bencic B.,Martic P.,1.5,2.62,1.56,2.57
WTA,2021-06-23 00:00:00,Viking International,Ostapenko J.,Jabeur O.,2.37,1.57,2.39,1.65
WTA,2021-06-23 00:00:00,Viking International,Giorgi C.,Rogers S.,1.57,2.37,1.53,2.68
WTA,2021-06-23 00:00:00,Viking International,Sevastova A.,Gauff C.,2.75,1.44,2.77,1.51
WTA,2021-06-23 00:00:00,Viking International,Rybakina E.,Svitolina E.,1.9,1.9,1.93,1.98
WTA,2021-06-23 00:00:00,Viking International,Golubic V.,Bencic B.,3.2,1.36,3.33,1.38
WTA,2021-06-23 00:00:00,Viking International,Kontaveit A.,Andreescu B.,1.72,2.1,1.72,2.25
WTA,2021-06-23 00:00:00,Viking International,Sabalenka A.,Riske A.,1.25,4,1.23,4.77
WTA,2021-06-23 00:00:00,Viking International,Kasatkina D.,Swiatek I.,2.37,1.57,2.53,1.59
WTA,2021-06-24 00:00:00,Viking International,Kontaveit A.,Golubic V.,1.33,3.4,1.32,3.74
WTA,2021-06-24 00:00:00,Viking International,Giorgi C.,Sabalenka A.,4.33,1.22,4.54,1.24
WTA,2021-06-24 00:00:00,Viking International,Ostapenko J.,Kasatkina D.,2,1.8,2.12,1.81
WTA,2021-06-24 00:00:00,Viking International,Rybakina E.,Sevastova A.,1.5,2.62,1.52,2.74
WTA,2021-06-25 00:00:00,Viking International,Kontaveit A.,Giorgi C.,1.66,2.2,1.65,2.4
WTA,2021-06-25 00:00:00,Viking International,Ostapenko J.,Rybakina E.,1.9,1.9,1.98,1.93
WTA,2021-06-26 00:00:00,Viking International,Ostapenko J.,Kontaveit A.,1.66,2.2,1.76,2.18
WTA,2021-06-28 00:00:00,Wimbledon,Sabalenka A.,Niculescu M.,1.11,6.5,1.12,7.48
WTA,2021-06-28 00:00:00,Wimbledon,Keys M.,Swan K.,1.16,5,1.18,5.43
WTA,2021-06-28 00:00:00,Wimbledon,Davis L.,Burrage J.,1.28,3.75,1.29,3.92
WTA,2021-06-28 00:00:00,Wimbledon,Collins D.,Hercog P.,1.53,2.5,1.57,2.55
WTA,2021-06-28 00:00:00,Wimbledon,Muguruza G.,Ferro F.,1.11,6.5,1.1,8.57
WTA,2021-06-28 00:00:00,Wimbledon,Boulter K.,Lao D.,1.36,3.2,1.4,3.19
WTA,2021-06-28 00:00:00,Wimbledon,Golubic V.,Kudermetova V.,2.2,1.66,2.27,1.7
WTA,2021-06-28 00:00:00,Wimbledon,Osorio M.,Kalinskaya A.,2.2,1.66,2.22,1.73
WTA,2021-06-28 00:00:00,Wimbledon,Pattinama Kerkhove L.,Kuznetsova S.,3.5,1.3,3.63,1.33
WTA,2021-06-28 00:00:00,Wimbledon,Alexandrova E.,Siegemund L.,1.16,5,1.16,5.92
WTA,2021-06-28 00:00:00,Wimbledon,Stephens S.,Kvitova P.,4.5,1.2,5.06,1.2
WTA,2021-06-28 00:00:00,Wimbledon,Kenin S.,Wang Xin.,1.33,3.4,1.36,3.41
WTA,2021-06-28 00:00:00,Wimbledon,Swiatek I.,Hsieh S.W.,1.25,4,1.29,3.97
WTA,2021-06-28 00:00:00,Wimbledon,Begu I.,Volynets K.,2.1,1.72,2.12,1.79
WTA,2021-06-28 00:00:00,Wimbledon,Ahn K.,Watson H.,4.33,1.22,3.99,1.28
WTA,2021-06-28 00:00:00,Wimbledon,Rybakina E.,Mladenovic K.,1.2,4.5,1.25,4.33
WTA,2021-06-29 00:00:00,Wimbledon,Zhu L.,Barthel M.,2.3,1.61,2.51,1.58
WTA,2021-06-29 00:00:00,Wimbledon,Podoroska N.,Li A.,3,1.4,3.05,1.43
WTA,2021-06-29 00:00:00,Wimbledon,Mertens E.,Dart H.,1.11,6.5,1.14,6.73
WTA,2021-06-29 00:00:00,Wimbledon,Jabeur O.,Peterson R.,1.1,7,1.09,8.96
WTA,2021-06-29 00:00:00,Wimbledon,Pliskova Ka.,Zidansek T.,1.3,3.5,1.31,3.77
WTA,2021-06-29 00:00:00,Wimbledon,Vekic D.,Potapova A.,1.61,2.3,1.69,2.28
WTA,2021-06-29 00:00:00,Wimbledon,Martincova T.,Riske A.,2.5,1.53,2.58,1.56
WTA,2021-06-29 00:00:00,Wimbledon,Sakkari M.,Rus A.,1.14,5.5,1.16,6.09
WTA,2021-06-29 00:00:00,Wimbledon,Rogers S.,Stosur S.,1.06,10,1.09,8.79
WTA,2021-06-29 00:00:00,Wimbledon,Williams V.,Buzarnescu M.,1.9,1.9,1.88,2.01
WTA,2021-06-29 00:00:00,Wimbledon,Liu C.,Doi M.,1.57,2.37,1.56,2.58
WTA,2021-06-29 00:00:00,Wimbledon,Zvonareva V.,Bouzkova M.,1.57,2.37,1.75,2.19
WTA,2021-06-29 00:00:00,Wimbledon,Samsonova L.,Kanepi K.,1.36,3.2,1.38,3.26
WTA,2021-06-29 00:00:00,Wimbledon,Brengle M.,Mchale C.,1.72,2.1,1.83,2.07
WTA,2021-06-29 00:00:00,Wimbledon,Barty A.,Suarez Navarro C.,1.05,11,1.05,12.64
WTA,2021-06-29 00:00:00,Wimbledon,Kerber A.,Stojanovic N.,1.22,4.33,1.21,4.87
WTA,2021-06-29 00:00:00,Wimbledon,Gauff C.,Jones F.,1.06,10,1.05,12.69
WTA,2021-06-29 00:00:00,Wimbledon,Kostyuk M.,Bertens K.,1.3,3.5,1.36,3.42
WTA,2021-06-29 00:00:00,Wimbledon,Petkovic A.,Paolini J.,1.5,2.62,1.53,2.66
WTA,2021-06-29 00:00:00,Wimbledon,Martic P.,Gracheva V.,1.25,4,1.27,4.15
WTA,2021-06-29 00:00:00,Wimbledon,Krejcikova B.,Tauson C.,1.5,2.62,1.54,2.64
WTA,2021-06-29 00:00:00,Wimbledon,Blinkova A.,Babos T.,1.53,2.5,1.59,2.5
WTA,2021-06-29 00:00:00,Wimbledon,Pegula J.,Garcia C.,1.36,3.2,1.44,3
WTA,2021-06-29 00:00:00,Wimbledon,Sasnovich A.,Williams S.,7,1.1,7.68,1.11
WTA,2021-06-29 00:00:00,Wimbledon,Vesnina E.,Trevisan M.,1.53,2.5,1.49,2.8
WTA,2021-06-30 00:00:00,Wimbledon,Pliskova Kr.,Sharma A.,,,,
WTA,2021-06-30 00:00:00,Wimbledon,Badosa P.,Bolsova A.,1.12,6,1.12,7.31
WTA,2021-06-30 00:00:00,Wimbledon,Linette M.,Anisimova A.,2.75,1.44,2.91,1.46
WTA,2021-06-30 00:00:00,Wimbledon,Putintseva Y.,Pironkova T.,,,,
WTA,2021-06-30 00:00:00,Wimbledon,Giorgi C.,Teichmann J.,1.25,4,1.33,3.6
WTA,2021-06-30 00:00:00,Wimbledon,Pavlyuchenkova A.,Bogdan A.,1.3,3.5,1.3,3.86
WTA,2021-06-30 00:00:00,Wimbledon,Muchova K.,Zhang S.,1.28,3.75,1.36,3.37
WTA,2021-06-30 00:00:00,Wimbledon,Cornet A.,Andreescu B.,2.2,1.66,2.1,1.81
WTA,2021-06-30 00:00:00,Wimbledon,Tomljanovic A.,Minnen G.,1.61,2.3,1.54,2.63
WTA,2021-06-30 00:00:00,Wimbledon,Svitolina E.,Van Uytvanck A.,1.44,2.75,1.45,2.94
WTA,2021-06-30 00:00:00,Wimbledon,Sevastova A.,Diyas Z.,1.28,3.75,1.33,3.57
WTA,2021-06-30 00:00:00,Wimbledon,Hibino N.,Pera B.,4,1.25,3.99,1.28
WTA,2021-06-30 00:00:00,Wimbledon,Sorribes Tormo S.,Konjuh A.,2.62,1.5,3.02,1.43
WTA,2021-06-30 00:00:00,Wimbledon,Cirstea S.,Murray S.,1.1,7,1.1,8.18
WTA,2021-06-30 00:00:00,Wimbledon,Vondrousova M.,Kontaveit A.,2.75,1.44,2.76,1.5
WTA,2021-06-30 00:00:00,Wimbledon,Vandeweghe C.,Govortsova O.,1.3,3.5,1.34,3.55
WTA,2021-06-30 00:00:00,Wimbledon,Kasatkina D.,Tig P.M.,1.08,8,1.08,9.87
WTA,2021-06-30 00:00:00,Wimbledon,Siniakova K.,Wang Y.,1.22,4.33,1.27,4.08
WTA,2021-06-30 00:00:00,Wimbledon,Burel C.,Perez E.,1.44,2.75,1.43,3.01
WTA,2021-06-30 00:00:00,Wimbledon,Azarenka V.,Kozlova K.,1.16,5,1.19,5.33
WTA,2021-06-30 00:00:00,Wimbledon,Juvan K.,Bencic B.,5.5,1.14,5.97,1.16
WTA,2021-06-30 00:00:00,Wimbledon,Raducanu E.,Diatchenko V.,2.3,1.61,2.13,1.79
WTA,2021-06-30 00:00:00,Wimbledon,Ostapenko J.,Fernandez L.A.,1.28,3.75,1.31,3.73
WTA,2021-06-30 00:00:00,Wimbledon,Sabalenka A.,Boulter K.,1.11,6.5,1.12,7.52
WTA,2021-06-30 00:00:00,Wimbledon,Mertens E.,Zhu L.,1.06,10,1.04,14.64
WTA,2021-06-30 00:00:00,Wimbledon,Rybakina E.,Liu C.,1.2,4.5,1.2,5.13
WTA,2021-06-30 00:00:00,Wimbledon,Swiatek I.,Zvonareva V.,1.44,2.75,1.39,3.23
WTA,2021-06-30 00:00:00,Wimbledon,Samsonova L.,Pegula J.,1.72,2.1,1.88,2.01
WTA,2021-06-30 00:00:00,Wimbledon,Martincova T.,Podoroska N.,1.72,2.1,1.74,2.21
WTA,2021-06-30 00:00:00,Wimbledon,Muguruza G.,Pattinama Kerkhove L.,1.06,10,1.05,12.72
WTA,2021-06-30 00:00:00,Wimbledon,Begu I.,Martic P.,2.3,1.61,2.35,1.65
WTA,2021-06-30 00:00:00,Wimbledon,Osorio M.,Alexandrova E.,6,1.12,5.74,1.17
WTA,2021-06-30 00:00:00,Wimbledon,Brengle M.,Kenin S.,4,1.25,4.19,1.27
WTA,2021-06-30 00:00:00,Wimbledon,Golubic V.,Collins D.,1.9,1.9,1.88,2.01
WTA,2021-06-30 00:00:00,Wimbledon,Pliskova Ka.,Vekic D.,1.57,2.37,1.58,2.53
WTA,2021-06-30 00:00:00,Wimbledon,Jabeur O.,Williams V.,1.14,5.5,1.15,6.17
WTA,2021-06-30 00:00:00,Wimbledon,Keys M.,Davis L.,1.25,4,1.29,3.9
WTA,2021-06-30 00:00:00,Wimbledon,Stephens S.,Ahn K.,1.14,5.5,1.17,5.78
WTA,2021-07-01 00:00:00,Wimbledon,Muchova K.,Giorgi C.,1.72,2.1,1.91,1.98
WTA,2021-07-01 00:00:00,Wimbledon,Krejcikova B.,Petkovic A.,1.22,4.33,1.26,4.25
WTA,2021-07-01 00:00:00,Wimbledon,Badosa P.,Putintseva Y.,1.53,2.5,1.51,2.72
WTA,2021-07-01 00:00:00,Wimbledon,Pavlyuchenkova A.,Pliskova Kr.,1.28,3.75,1.28,4.08
WTA,2021-07-01 00:00:00,Wimbledon,Sevastova A.,Kostyuk M.,1.72,2.1,1.85,2.05
WTA,2021-07-01 00:00:00,Wimbledon,Rogers S.,Sakkari M.,3.5,1.3,3.83,1.3
WTA,2021-07-01 00:00:00,Wimbledon,Siniakova K.,Vandeweghe C.,1.66,2.2,1.68,2.3
WTA,2021-07-01 00:00:00,Wimbledon,Linette M.,Svitolina E.,3,1.4,3.22,1.39
WTA,2021-07-01 00:00:00,Wimbledon,Barty A.,Blinkova A.,1.08,8,1.07,10.51
WTA,2021-07-01 00:00:00,Wimbledon,Kerber A.,Sorribes Tormo S.,1.22,4.33,1.28,4.02
WTA,2021-07-01 00:00:00,Wimbledon,Ostapenko J.,Kasatkina D.,1.53,2.5,1.53,2.67
WTA,2021-07-01 00:00:00,Wimbledon,Gauff C.,Vesnina E.,1.16,5,1.15,6.22
WTA,2021-07-01 00:00:00,Wimbledon,Tomljanovic A.,Cornet A.,2.2,1.66,2.34,1.66
WTA,2021-07-01 00:00:00,Wimbledon,Cirstea S.,Azarenka V.,4.33,1.22,3.52,1.34
WTA,2021-07-01 00:00:00,Wimbledon,Juvan K.,Burel C.,1.9,1.9,2.06,1.83
WTA,2021-07-01 00:00:00,Wimbledon,Raducanu E.,Vondrousova M.,3.2,1.36,3.47,1.35
WTA,2021-07-01 00:00:00,Wimbledon,Sasnovich A.,Hibino N.,1.4,3,1.5,2.77
WTA,2021-07-02 00:00:00,Wimbledon,Swiatek I.,Begu I.,1.16,5,1.16,5.88
WTA,2021-07-02 00:00:00,Wimbledon,Pliskova Ka.,Martincova T.,1.28,3.75,1.26,4.21
WTA,2021-07-02 00:00:00,Wimbledon,Sabalenka A.,Osorio M.,1.1,7,1.09,8.8
WTA,2021-07-02 00:00:00,Wimbledon,Samsonova L.,Stephens S.,1.61,2.3,1.6,2.47
WTA,2021-07-02 00:00:00,Wimbledon,Rybakina E.,Rogers S.,1.44,2.75,1.47,2.87
WTA,2021-07-02 00:00:00,Wimbledon,Jabeur O.,Muguruza G.,2.3,1.61,2.6,1.55
WTA,2021-07-02 00:00:00,Wimbledon,Golubic V.,Brengle M.,1.25,4,1.28,4.02
WTA,2021-07-02 00:00:00,Wimbledon,Keys M.,Mertens E.,1.8,2,1.87,2.02
WTA,2021-07-03 00:00:00,Wimbledon,Kerber A.,Sasnovich A.,1.14,5.5,1.19,5.37
WTA,2021-07-03 00:00:00,Wimbledon,Muchova K.,Pavlyuchenkova A.,1.72,2.1,1.71,2.26
WTA,2021-07-03 00:00:00,Wimbledon,Tomljanovic A.,Ostapenko J.,3.4,1.33,3.7,1.32
WTA,2021-07-03 00:00:00,Wimbledon,Badosa P.,Linette M.,1.66,2.2,1.73,2.22
WTA,2021-07-03 00:00:00,Wimbledon,Raducanu E.,Cirstea S.,2.62,1.5,2.61,1.55
WTA,2021-07-03 00:00:00,Wimbledon,Gauff C.,Juvan K.,1.3,3.5,1.27,4.1
WTA,2021-07-03 00:00:00,Wimbledon,Krejcikova B.,Sevastova A.,1.61,2.3,1.61,2.46
WTA,2021-07-03 00:00:00,Wimbledon,Barty A.,Siniakova K.,1.22,4.33,1.33,3.63
WTA,2021-07-05 00:00:00,Wimbledon,Jabeur O.,Swiatek I.,2.1,1.72,2.21,1.75
WTA,2021-07-05 00:00:00,Wimbledon,Sabalenka A.,Rybakina E.,1.53,2.5,1.53,2.7
WTA,2021-07-05 00:00:00,Wimbledon,Barty A.,Krejcikova B.,1.33,3.4,1.32,3.72
WTA,2021-07-05 00:00:00,Wimbledon,Pliskova Ka.,Samsonova L.,1.9,1.9,1.86,2.05
WTA,2021-07-05 00:00:00,Wimbledon,Muchova K.,Badosa P.,1.61,2.3,1.54,2.66
WTA,2021-07-05 00:00:00,Wimbledon,Golubic V.,Keys M.,2.62,1.5,2.96,1.46
WTA,2021-07-05 00:00:00,Wimbledon,Kerber A.,Gauff C.,2,1.8,2.19,1.76
WTA,2021-07-05 00:00:00,Wimbledon,Tomljanovic A.,Raducanu E.,1.8,2,1.81,2.13
WTA,2021-07-06 00:00:00,Wimbledon,Pliskova Ka.,Golubic V.,1.44,2.75,1.56,2.61
WTA,2021-07-06 00:00:00,Wimbledon,Sabalenka A.,Jabeur O.,1.72,2.1,1.76,2.19
WTA,2021-07-06 00:00:00,Wimbledon,Kerber A.,Muchova K.,1.61,2.3,1.68,2.32
WTA,2021-07-06 00:00:00,Wimbledon,Barty A.,Tomljanovic A.,1.14,5.5,1.15,6.45
WTA,2021-07-08 00:00:00,Wimbledon,Barty A.,Kerber A.,1.44,2.75,1.45,3
WTA,2021-07-08 00:00:00,Wimbledon,Pliskova Ka.,Sabalenka A.,2.75,1.44,2.79,1.5
WTA,2021-07-10 00:00:00,Wimbledon,Barty A.,Pliskova Ka.,1.4,3,1.42,3.13
WTA,2021-07-06 00:00:00,European Open,Pera B.,Kawa K.,1.14,5.5,1.17,5.65
WTA,2021-07-06 00:00:00,European Open,Konjuh A.,Paolini J.,1.66,2.2,1.71,2.24
WTA,2021-07-06 00:00:00,European Open,Bonaventure Y.,Sharma A.,3,1.4,2.99,1.44
WTA,2021-07-07 00:00:00,European Open,Ruse E.G.,Teichmann J.,2.62,1.5,2.81,1.49
WTA,2021-07-07 00:00:00,European Open,Kucova K.,Barthel M.,1.61,2.3,1.68,2.3
WTA,2021-07-07 00:00:00,European Open,Frech M.,Melnikova M.,1.28,3.75,1.35,3.47
WTA,2021-07-07 00:00:00,European Open,Korpatsch T.,Minella M.,1.8,2,1.74,2.21
WTA,2021-07-07 00:00:00,European Open,Pliskova Kr.,Bara I.,1.72,2.1,1.81,2.09
WTA,2021-07-07 00:00:00,European Open,Zaja A.,Tomova V.,2.75,1.44,3.34,1.37
WTA,2021-07-07 00:00:00,European Open,Niemeier J.,Garcia C.,1.61,2.3,1.59,2.5
WTA,2021-07-07 00:00:00,European Open,Petkovic A.,Friedsam A.L.,1.53,2.5,1.69,2.28
WTA,2021-07-07 00:00:00,European Open,Errani S.,Ferro F.,3,1.4,3.22,1.39
WTA,2021-07-08 00:00:00,European Open,Zidansek T.,Pliskova Kr.,1.3,3.5,1.4,3.22
WTA,2021-07-08 00:00:00,European Open,Bonaventure Y.,Pera B.,4.5,1.2,5.12,1.21
WTA,2021-07-08 00:00:00,European Open,Collins D.,Kucova K.,1.33,3.4,1.33,3.65
WTA,2021-07-08 00:00:00,European Open,Niemeier J.,Korpatsch T.,1.33,3.4,1.37,3.37
WTA,2021-07-08 00:00:00,European Open,Errani S.,Konjuh A.,3.4,1.33,3.5,1.35
WTA,2021-07-08 00:00:00,European Open,Ruse E.G.,Zaja A.,1.33,3.4,1.35,3.51
WTA,2021-07-08 00:00:00,European Open,Petkovic A.,Putintseva Y.,2.37,1.57,2.88,1.48
WTA,2021-07-08 00:00:00,European Open,Yastremska D.,Frech M.,1.61,2.3,1.71,2.27
WTA,2021-07-09 00:00:00,European Open,Ruse E.G.,Collins D.,2.62,1.5,2.55,1.58
WTA,2021-07-09 00:00:00,European Open,Yastremska D.,Errani S.,1.5,2.62,1.53,2.68
WTA,2021-07-09 00:00:00,European Open,Niemeier J.,Zidansek T.,2.3,1.61,2.31,1.69
WTA,2021-07-09 00:00:00,European Open,Petkovic A.,Bonaventure Y.,1.28,3.75,1.41,3.15
WTA,2021-07-10 00:00:00,European Open,Ruse E.G.,Yastremska D.,2.75,1.44,2.83,1.49
WTA,2021-07-10 00:00:00,European Open,Petkovic A.,Niemeier J.,2.5,1.53,2.66,1.54
WTA,2021-07-11 00:00:00,European Open,Ruse E.G.,Petkovic A.,2.1,1.72,2.12,1.81
WTA,2021-07-12 00:00:00,Budapest Open,Ormaechea P.,Tomova V.,2.37,1.57,2.28,1.68
WTA,2021-07-12 00:00:00,Budapest Open,Schmiedlova A.,Begu I.,2.62,1.5,2.6,1.54
WTA,2021-07-12 00:00:00,Budapest Open,Kozlova K.,Haas B.,1.66,2.2,1.56,2.59
WTA,2021-07-12 00:00:00,Budapest Open,Bara I.,Errani S.,2.37,1.57,2.45,1.61
WTA,2021-07-12 00:00:00,Budapest Open,Konjuh A.,Mrdeza T.,1.28,3.75,1.34,3.56
WTA,2021-07-12 00:00:00,Budapest Open,Putintseva Y.,Gorgodze E.,1.16,5,1.25,4.32
WTA,2021-07-13 00:00:00,Budapest Open,Jorovic I.,Cristian J.,2.3,1.61,2.31,1.68
WTA,2021-07-13 00:00:00,Budapest Open,Bogdan A.,Lepchenko V.,1.61,2.3,1.73,2.22
WTA,2021-07-13 00:00:00,Budapest Open,Jani R.L.,Cocciaretto E.,2.37,1.57,2.43,1.62
WTA,2021-07-13 00:00:00,Budapest Open,Collins D.,Di Giuseppe M.,1.1,7,1.12,7.55
WTA,2021-07-13 00:00:00,Budapest Open,Kalinina A.,Kalinskaya A.,1.33,3.4,1.34,3.54
WTA,2021-07-13 00:00:00,Budapest Open,Udvardy P.,Sherif M.,2.2,1.66,2.28,1.69
WTA,2021-07-13 00:00:00,Budapest Open,Sasnovich A.,Babos T.,1.33,3.4,1.32,3.65
WTA,2021-07-13 00:00:00,Budapest Open,Danilovic O.,Korpatsch T.,1.66,2.2,1.68,2.31
WTA,2021-07-13 00:00:00,Budapest Open,Galfi D.,Bolsova A.,2.2,1.66,2.28,1.69
WTA,2021-07-13 00:00:00,Budapest Open,Pera B.,Grabher J.,1.22,4.33,1.28,4.07
WTA,2021-07-14 00:00:00,Budapest Open,Ormaechea P.,Jorovic I.,1.72,2.1,1.71,2.27
WTA,2021-07-14 00:00:00,Budapest Open,Danilovic O.,Bara I.,1.72,2.1,1.82,2.11
WTA,2021-07-14 00:00:00,Budapest Open,Kozlova K.,Bogdan A.,2.75,1.44,2.5,1.6
WTA,2021-07-14 00:00:00,Budapest Open,Putintseva Y.,Konjuh A.,2.1,1.72,2.19,1.76
WTA,2021-07-15 00:00:00,Budapest Open,Collins D.,Jani R.L.,1.2,4.5,1.16,6.11
WTA,2021-07-15 00:00:00,Budapest Open,Kalinina A.,Pera B.,1.8,2,1.83,2.1
WTA,2021-07-15 00:00:00,Budapest Open,Galfi D.,Schmiedlova A.,2.37,1.57,2.34,1.67
WTA,2021-07-15 00:00:00,Budapest Open,Udvardy P.,Sasnovich A.,2.37,1.57,2.26,1.72
