date,league,home,away,hs,as,home_odds,away_odds,home_won
2024-06-30,MLB,Atlanta Braves,Pittsburgh Pirates,2,4,1.49,2.7,0
2024-06-30,MLB,Tampa Bay Rays,Washington Nationals,5,0,1.5,2.65,1
2024-06-30,MLB,Boston Red Sox,San Diego Padres,4,1,1.87,1.95,1
2024-06-30,MLB,Philadelphia Phillies,Miami Marlins,2,3,1.38,3.1,0
2024-06-30,MLB,Arizona Diamondbacks,Athletics,3,0,1.5,2.65,1
2024-06-30,MLB,Boston Red Sox,San Diego Padres,1,11,1.71,2.2,0
2024-06-30,MLB,Toronto Blue Jays,New York Yankees,9,3,2.15,1.74,1
2024-06-30,MLB,Kansas City Royals,Cleveland Guardians,6,2,1.77,2.1,1
2024-06-30,MLB,Los Angeles Angels,Detroit Tigers,6,7,1.91,1.91,0
2024-06-30,MLB,St. Louis Cardinals,Cincinnati Reds,2,0,1.8,2.05,1
2024-06-30,MLB,Tampa Bay Rays,Washington Nationals,1,8,1.71,2.2,0
2024-06-30,MLB,San Francisco Giants,Los Angeles Dodgers,10,4,2.05,1.8,1
2024-06-30,MLB,Baltimore Orioles,Texas Rangers,6,5,1.59,2.45,1
2024-06-30,MLB,New York Mets,Houston Astros,6,9,1.83,2.0,0
2024-06-30,MLB,Milwaukee Brewers,Chicago Cubs,7,1,1.5,2.65,1
2024-06-30,MLB,Seattle Mariners,Minnesota Twins,1,5,2.0,1.83,0
2024-06-30,MLB,Arizona Diamondbacks,Athletics,5,1,1.5,2.65,1
2024-06-30,MLB,Kansas City Royals,Cleveland Guardians,2,7,2.0,1.83,0
2024-06-30,MLB,Seattle Mariners,Minnesota Twins,3,5,1.95,1.87,0
2024-06-30,MLB,Milwaukee Brewers,Chicago Cubs,3,5,1.83,2.0,0
2024-06-30,MLB,Baltimore Orioles,Texas Rangers,2,11,1.61,2.4,0
2024-07-01,MLB,Atlanta Braves,Pittsburgh Pirates,2,4,1.49,2.7,0
2024-07-01,MLB,Boston Red Sox,San Diego Padres,4,1,1.87,1.95,1
2024-07-01,MLB,Philadelphia Phillies,Miami Marlins,7,6,1.38,3.1,1
2024-07-01,MLB,Toronto Blue Jays,New York Yankees,1,8,1.91,1.91,0
2024-07-01,MLB,Kansas City Royals,Cleveland Guardians,6,2,1.77,2.1,1
2024-07-01,MLB,Los Angeles Angels,Detroit Tigers,6,7,1.91,1.91,0
2024-07-01,MLB,Milwaukee Brewers,Chicago Cubs,7,1,1.5,2.65,1
2024-07-01,MLB,Toronto Blue Jays,Houston Astros,1,3,2.1,1.77,0
2024-07-01,MLB,Seattle Mariners,Minnesota Twins,3,5,1.95,1.87,0
2024-07-01,MLB,Baltimore Orioles,Texas Rangers,2,11,1.61,2.4,0
2024-07-01,MLB,San Francisco Giants,Los Angeles Dodgers,10,4,2.05,1.8,1
2024-07-01,MLB,St. Louis Cardinals,Cincinnati Reds,2,0,1.8,2.05,1
2024-07-01,MLB,Arizona Diamondbacks,Athletics,5,1,1.5,2.65,1
2024-07-01,MLB,Tampa Bay Rays,Washington Nationals,5,0,1.5,2.65,1
2024-07-02,MLB,Cleveland Guardians,Chicago White Sox,7,6,1.48,2.75,1
2024-07-02,MLB,Toronto Blue Jays,Houston Astros,1,3,2.1,1.77,0
2024-07-02,MLB,Pittsburgh Pirates,St. Louis Cardinals,4,7,1.83,2.0,0
2024-07-02,MLB,Miami Marlins,Boston Red Sox,3,8,2.35,1.63,0
2024-07-02,MLB,New York Yankees,Cincinnati Reds,4,5,1.45,2.8,0
2024-07-02,MLB,Chicago Cubs,Philadelphia Phillies,4,6,1.8,2.05,0
2024-07-02,MLB,Texas Rangers,San Diego Padres,7,0,1.91,1.91,1
2024-07-02,MLB,Minnesota Twins,Detroit Tigers,5,3,1.8,2.05,1
2024-07-02,MLB,Atlanta Braves,San Francisco Giants,3,5,1.5,2.65,0
2024-07-02,MLB,Kansas City Royals,Tampa Bay Rays,1,5,1.87,1.95,0
2024-07-02,MLB,Athletics,Los Angeles Angels,7,5,1.91,1.91,1
2024-07-02,MLB,Colorado Rockies,Milwaukee Brewers,3,4,1.95,1.87,0
2024-07-02,MLB,Toronto Blue Jays,Houston Astros,7,6,1.91,1.91,1
2024-07-02,MLB,Los Angeles Dodgers,Arizona Diamondbacks,6,5,1.5,2.65,1
2024-07-02,MLB,Seattle Mariners,Baltimore Orioles,0,2,1.91,1.91,0
2024-07-03,MLB,Cleveland Guardians,Chicago White Sox,7,6,1.48,2.75,1
2024-07-03,MLB,Miami Marlins,Boston Red Sox,3,8,2.35,1.63,0
2024-07-03,MLB,Atlanta Braves,San Francisco Giants,3,5,1.5,2.65,0
2024-07-03,MLB,Pittsburgh Pirates,St. Louis Cardinals,4,7,1.83,2.0,0
2024-07-03,MLB,New York Yankees,Cincinnati Reds,4,5,1.45,2.8,0
2024-07-03,MLB,Minnesota Twins,Detroit Tigers,5,3,1.8,2.05,1
2024-07-03,MLB,Toronto Blue Jays,Houston Astros,7,6,1.91,1.91,1
2024-07-03,MLB,Athletics,Los Angeles Angels,7,5,1.91,1.91,1
2024-07-03,MLB,Chicago Cubs,Philadelphia Phillies,4,6,1.8,2.05,0
2024-07-03,MLB,Colorado Rockies,Milwaukee Brewers,3,4,1.95,1.87,0
2024-07-03,MLB,Kansas City Royals,Tampa Bay Rays,1,5,1.87,1.95,0
2024-07-03,MLB,Texas Rangers,San Diego Padres,7,0,1.91,1.91,1
2024-07-03,MLB,Los Angeles Dodgers,Arizona Diamondbacks,6,5,1.5,2.65,1
2024-07-03,MLB,Cleveland Guardians,Chicago White Sox,2,8,1.45,2.8,0
2024-07-03,MLB,Seattle Mariners,Baltimore Orioles,0,2,1.91,1.91,0
2024-07-03,MLB,Miami Marlins,Boston Red Sox,2,7,2.1,1.77,0
2024-07-03,MLB,Washington Nationals,New York Mets,7,5,2.15,1.74,1
2024-07-03,MLB,Atlanta Braves,San Francisco Giants,3,1,1.5,2.65,1
2024-07-03,MLB,Kansas City Royals,Tampa Bay Rays,4,2,1.91,1.91,1
2024-07-03,MLB,Toronto Blue Jays,Houston Astros,2,9,1.91,1.91,0
2024-07-03,MLB,Chicago Cubs,Philadelphia Phillies,3,5,1.95,1.87,0
2024-07-03,MLB,New York Yankees,Cincinnati Reds,2,3,1.54,2.55,0
2024-07-03,MLB,Los Angeles Dodgers,Arizona Diamondbacks,4,12,1.49,2.7,0
2024-07-03,MLB,Colorado Rockies,Milwaukee Brewers,0,3,2.5,1.56,0
2024-07-03,MLB,Athletics,Los Angeles Angels,5,0,1.91,1.91,1
2024-07-03,MLB,Seattle Mariners,Baltimore Orioles,1,4,1.71,2.2,0
2024-07-03,MLB,Minnesota Twins,Detroit Tigers,2,9,1.59,2.45,0
2024-07-03,MLB,Texas Rangers,San Diego Padres,4,6,1.63,2.35,0
2024-07-04,MLB,Miami Marlins,Boston Red Sox,2,7,2.1,1.77,0
2024-07-04,MLB,Cleveland Guardians,Chicago White Sox,2,8,1.45,2.8,0
2024-07-04,MLB,New York Yankees,Cincinnati Reds,2,3,1.54,2.55,0
2024-07-04,MLB,Washington Nationals,New York Mets,7,5,2.15,1.74,1
2024-07-04,MLB,Toronto Blue Jays,Houston Astros,2,9,1.91,1.91,0
2024-07-04,MLB,Atlanta Braves,San Francisco Giants,3,1,1.5,2.65,1
2024-07-04,MLB,Texas Rangers,San Diego Padres,4,6,1.63,2.35,0
2024-07-04,MLB,Kansas City Royals,Tampa Bay Rays,4,2,1.91,1.91,1
2024-07-04,MLB,Minnesota Twins,Detroit Tigers,2,9,1.59,2.45,0
2024-07-04,MLB,Chicago Cubs,Philadelphia Phillies,3,5,1.95,1.87,0
2024-07-04,MLB,Los Angeles Dodgers,Arizona Diamondbacks,4,12,1.49,2.7,0
2024-07-04,MLB,Colorado Rockies,Milwaukee Brewers,0,3,2.5,1.56,0
2024-07-04,MLB,Seattle Mariners,Baltimore Orioles,1,4,1.71,2.2,0
2024-07-04,MLB,Athletics,Los Angeles Angels,5,0,1.91,1.91,1
2024-07-04,MLB,Washington Nationals,New York Mets,1,0,1.95,1.87,1
2024-07-04,MLB,New York Yankees,Cincinnati Reds,4,8,1.56,2.5,0
2024-07-04,MLB,Toronto Blue Jays,Houston Astros,3,5,1.87,1.95,0
2024-07-04,MLB,Cleveland Guardians,Chicago White Sox,8,4,1.44,2.85,1
2024-07-04,MLB,Chicago Cubs,Philadelphia Phillies,10,2,2.05,1.8,1
2024-07-04,MLB,Texas Rangers,San Diego Padres,1,3,1.87,1.95,0
2024-07-04,MLB,Kansas City Royals,Tampa Bay Rays,8,10,1.95,1.87,0
2024-07-04,MLB,Seattle Mariners,Baltimore Orioles,7,3,2.25,1.67,1
2024-07-04,MLB,Minnesota Twins,Detroit Tigers,12,3,1.56,2.5,1
2024-07-04,MLB,Atlanta Braves,San Francisco Giants,2,4,1.77,2.1,0
2024-07-04,MLB,Athletics,Los Angeles Angels,5,0,1.87,1.95,1
2024-07-04,MLB,Colorado Rockies,Milwaukee Brewers,4,3,2.15,1.74,1
2024-07-04,MLB,Los Angeles Dodgers,Arizona Diamondbacks,3,9,1.83,2.0,0
2024-07-05,MLB,Washington Nationals,New York Mets,1,0,1.95,1.87,1
2024-07-05,MLB,New York Yankees,Cincinnati Reds,4,8,1.56,2.5,0
2024-07-05,MLB,Cleveland Guardians,Chicago White Sox,8,4,1.44,2.85,1
2024-07-05,MLB,Toronto Blue Jays,Houston Astros,3,5,1.87,1.95,0
2024-07-05,MLB,Minnesota Twins,Detroit Tigers,12,3,1.56,2.5,1
2024-07-05,MLB,Seattle Mariners,Baltimore Orioles,7,3,2.25,1.67,1
2024-07-05,MLB,Atlanta Braves,San Francisco Giants,2,4,1.77,2.1,0
2024-07-05,MLB,Kansas City Royals,Tampa Bay Rays,8,10,1.95,1.87,0
2024-07-05,MLB,Chicago Cubs,Philadelphia Phillies,10,2,2.05,1.8,1
2024-07-05,MLB,Texas Rangers,San Diego Padres,1,3,1.87,1.95,0
2024-07-05,MLB,Athletics,Los Angeles Angels,5,0,1.87,1.95,1
2024-07-05,MLB,Colorado Rockies,Milwaukee Brewers,4,3,2.15,1.74,1
2024-07-05,MLB,Los Angeles Dodgers,Arizona Diamondbacks,3,9,1.83,2.0,0
2024-07-05,MLB,Chicago Cubs,Los Angeles Angels,5,1,1.54,2.55,1
2024-07-05,MLB,Pittsburgh Pirates,New York Mets,14,2,1.71,2.2,1
2024-07-05,MLB,Cincinnati Reds,Detroit Tigers,4,5,1.77,2.1,0
2024-07-05,MLB,Texas Rangers,Tampa Bay Rays,3,0,1.91,1.91,1
2024-07-05,MLB,Miami Marlins,Chicago White Sox,2,3,1.74,2.15,0
2024-07-05,MLB,Cleveland Guardians,San Francisco Giants,2,4,1.54,2.55,0
2024-07-05,MLB,Athletics,Baltimore Orioles,2,3,2.4,1.61,0
2024-07-05,MLB,Colorado Rockies,Kansas City Royals,4,2,2.5,1.56,1
2024-07-05,MLB,Seattle Mariners,Toronto Blue Jays,2,1,1.74,2.15,1
2024-07-05,MLB,Minnesota Twins,Houston Astros,12,13,1.67,2.25,0
2024-07-05,MLB,Atlanta Braves,Philadelphia Phillies,6,8,1.74,2.15,0
2024-07-05,MLB,San Diego Padres,Arizona Diamondbacks,10,8,2.0,1.83,1
2024-07-05,MLB,Los Angeles Dodgers,Milwaukee Brewers,8,5,1.48,2.75,1
2024-07-06,MLB,Pittsburgh Pirates,New York Mets,14,2,1.71,2.2,1
2024-07-06,MLB,Chicago Cubs,Los Angeles Angels,5,1,1.54,2.55,1
2024-07-06,MLB,Cincinnati Reds,Detroit Tigers,4,5,1.77,2.1,0
2024-07-06,MLB,Cleveland Guardians,San Francisco Giants,2,4,1.54,2.55,0
2024-07-06,MLB,Miami Marlins,Chicago White Sox,2,3,1.74,2.15,0
2024-07-06,MLB,Atlanta Braves,Philadelphia Phillies,6,8,1.74,2.15,0
2024-07-06,MLB,Minnesota Twins,Houston Astros,12,13,1.67,2.25,0
2024-07-06,MLB,Colorado Rockies,Kansas City Royals,4,2,2.5,1.56,1
2024-07-06,MLB,Texas Rangers,Tampa Bay Rays,3,0,1.91,1.91,1
2024-07-06,MLB,Athletics,Baltimore Orioles,2,3,2.4,1.61,0
2024-07-06,MLB,Seattle Mariners,Toronto Blue Jays,2,1,1.74,2.15,1
2024-07-06,MLB,San Diego Padres,Arizona Diamondbacks,10,8,2.0,1.83,1
2024-07-06,MLB,Los Angeles Dodgers,Milwaukee Brewers,8,5,1.48,2.75,1
2024-07-06,MLB,Minnesota Twins,Houston Astros,9,3,1.71,2.2,1
2024-07-06,MLB,New York Yankees,Boston Red Sox,14,4,1.56,2.5,1
2024-07-06,MLB,Texas Rangers,Tampa Bay Rays,4,3,1.87,1.95,1
2024-07-06,MLB,Pittsburgh Pirates,New York Mets,2,5,2.1,1.77,0
2024-07-06,MLB,Chicago Cubs,Los Angeles Angels,0,7,1.65,2.3,0
2024-07-06,MLB,Washington Nationals,St. Louis Cardinals,14,6,1.74,2.15,1
2024-07-06,MLB,Athletics,Baltimore Orioles,19,8,2.3,1.65,1
2024-07-06,MLB,Cincinnati Reds,Detroit Tigers,3,5,1.63,2.35,0
2024-07-06,MLB,Cleveland Guardians,San Francisco Giants,5,4,1.74,2.15,1
2024-07-06,MLB,Atlanta Braves,Philadelphia Phillies,5,1,1.8,2.05,1
2024-07-06,MLB,Los Angeles Dodgers,Milwaukee Brewers,5,3,1.91,1.91,1
2024-07-06,MLB,Miami Marlins,Chicago White Sox,4,3,2.3,1.65,1
2024-07-06,MLB,Seattle Mariners,Toronto Blue Jays,4,5,1.91,1.91,0
2024-07-06,MLB,Colorado Rockies,Kansas City Royals,3,1,2.45,1.59,1
2024-07-07,MLB,New York Yankees,Boston Red Sox,14,4,1.56,2.5,1
2024-07-07,MLB,Minnesota Twins,Houston Astros,9,3,1.71,2.2,1
2024-07-07,MLB,Washington Nationals,St. Louis Cardinals,14,6,1.74,2.15,1
2024-07-07,MLB,Pittsburgh Pirates,New York Mets,2,5,2.1,1.77,0
2024-07-07,MLB,Chicago Cubs,Los Angeles Angels,0,7,1.65,2.3,0
2024-07-07,MLB,Athletics,Baltimore Orioles,19,8,2.3,1.65,1
2024-07-07,MLB,Texas Rangers,Tampa Bay Rays,4,3,1.87,1.95,1
2024-07-07,MLB,Cleveland Guardians,San Francisco Giants,5,4,1.74,2.15,1
2024-07-07,MLB,Cincinnati Reds,Detroit Tigers,3,5,1.63,2.35,0
2024-07-07,MLB,Washington Nationals,St. Louis Cardinals,3,8,1.91,1.91,0
2024-07-07,MLB,Atlanta Braves,Philadelphia Phillies,6,0,1.63,2.35,1
2024-07-07,MLB,Pittsburgh Pirates,New York Mets,2,3,2.1,1.77,0
2024-07-07,MLB,Minnesota Twins,Houston Astros,3,2,1.67,2.25,1
2024-07-07,MLB,Cincinnati Reds,Detroit Tigers,1,5,2.15,1.74,0
2024-07-07,MLB,Colorado Rockies,Kansas City Royals,1,10,2.45,1.59,0
2024-07-07,MLB,Texas Rangers,Tampa Bay Rays,13,2,1.74,2.15,1
2024-07-07,MLB,Chicago Cubs,Los Angeles Angels,5,0,1.71,2.2,1
2024-07-07,MLB,Cleveland Guardians,San Francisco Giants,5,4,1.74,2.15,1
2024-07-07,MLB,Miami Marlins,Chicago White Sox,7,4,1.67,2.25,1
2024-07-07,MLB,Athletics,Baltimore Orioles,3,6,2.5,1.56,0
2024-07-07,MLB,San Diego Padres,Arizona Diamondbacks,1,9,1.56,2.5,0
2024-07-07,MLB,Los Angeles Dodgers,Milwaukee Brewers,2,9,1.59,2.45,0
2024-07-07,MLB,Miami Marlins,Chicago White Sox,4,3,2.3,1.65,1
2024-07-07,MLB,Colorado Rockies,Kansas City Royals,3,1,2.45,1.59,1
2024-07-07,MLB,Los Angeles Dodgers,Milwaukee Brewers,5,3,1.91,1.91,1
2024-07-07,MLB,Seattle Mariners,Toronto Blue Jays,4,5,1.91,1.91,0
2024-07-07,MLB,New York Yankees,Boston Red Sox,0,3,1.77,2.1,0
2024-07-07,MLB,Atlanta Braves,Philadelphia Phillies,5,1,1.8,2.05,1
2024-07-08,MLB,Atlanta Braves,Philadelphia Phillies,6,0,1.63,2.35,1
2024-07-08,MLB,Cincinnati Reds,Detroit Tigers,1,5,2.15,1.74,0
2024-07-08,MLB,Washington Nationals,St. Louis Cardinals,3,8,1.91,1.91,0
2024-07-08,MLB,Pittsburgh Pirates,New York Mets,2,3,2.1,1.77,0
2024-07-08,MLB,Miami Marlins,Chicago White Sox,7,4,1.67,2.25,1
2024-07-08,MLB,Texas Rangers,Tampa Bay Rays,13,2,1.74,2.15,1
2024-07-08,MLB,Cleveland Guardians,San Francisco Giants,5,4,1.74,2.15,1
2024-07-08,MLB,Minnesota Twins,Houston Astros,3,2,1.67,2.25,1
2024-07-08,MLB,Chicago Cubs,Los Angeles Angels,5,0,1.71,2.2,1
2024-07-08,MLB,Los Angeles Dodgers,Milwaukee Brewers,2,9,1.59,2.45,0
2024-07-08,MLB,Athletics,Baltimore Orioles,3,6,2.5,1.56,0
2024-07-08,MLB,Colorado Rockies,Kansas City Royals,1,10,2.45,1.59,0
2024-07-08,MLB,San Diego Padres,Arizona Diamondbacks,1,9,1.56,2.5,0
2024-07-08,MLB,Pittsburgh Pirates,New York Mets,8,2,1.83,2.0,1
2024-07-08,MLB,Detroit Tigers,Cleveland Guardians,1,0,2.2,1.71,1
2024-07-08,MLB,New York Yankees,Boston Red Sox,0,3,1.77,2.1,0
2024-07-08,MLB,Cincinnati Reds,Colorado Rockies,6,0,1.59,2.45,1
2024-07-08,MLB,Washington Nationals,St. Louis Cardinals,0,6,1.87,1.95,0
2024-07-08,MLB,Los Angeles Angels,Texas Rangers,4,9,2.3,1.65,0
2024-07-09,MLB,Washington Nationals,St. Louis Cardinals,0,6,1.87,1.95,0
2024-07-09,MLB,Pittsburgh Pirates,New York Mets,8,2,1.83,2.0,1
2024-07-09,MLB,Detroit Tigers,Cleveland Guardians,1,0,2.2,1.71,1
2024-07-09,MLB,Cincinnati Reds,Colorado Rockies,6,0,1.59,2.45,1
2024-07-09,MLB,Los Angeles Angels,Texas Rangers,4,9,2.3,1.65,0
2024-07-09,MLB,Boston Red Sox,Athletics,12,9,1.48,2.75,1
2024-07-09,MLB,Baltimore Orioles,Chicago Cubs,2,9,1.56,2.5,0
2024-07-09,MLB,Tampa Bay Rays,New York Yankees,5,3,2.0,1.83,1
2024-07-09,MLB,Arizona Diamondbacks,Atlanta Braves,2,6,2.0,1.83,0
2024-07-09,MLB,Philadelphia Phillies,Los Angeles Dodgers,10,1,1.61,2.4,1
2024-07-09,MLB,Milwaukee Brewers,Pittsburgh Pirates,2,12,1.63,2.35,0
2024-07-09,MLB,Cincinnati Reds,Colorado Rockies,12,6,1.5,2.65,1
2024-07-09,MLB,New York Mets,Washington Nationals,7,5,1.71,2.2,1
2024-07-09,MLB,San Diego Padres,Seattle Mariners,3,8,2.15,1.74,0
2024-07-09,MLB,Houston Astros,Miami Marlins,4,3,1.42,2.95,1
2024-07-09,MLB,Los Angeles Angels,Texas Rangers,4,5,2.5,1.56,0
2024-07-09,MLB,San Francisco Giants,Toronto Blue Jays,4,3,1.77,2.1,1
2024-07-10,MLB,Philadelphia Phillies,Los Angeles Dodgers,10,1,1.61,2.4,1
2024-07-10,MLB,Tampa Bay Rays,New York Yankees,5,3,2.0,1.83,1
2024-07-10,MLB,Baltimore Orioles,Chicago Cubs,2,9,1.56,2.5,0
2024-07-10,MLB,Boston Red Sox,Athletics,12,9,1.48,2.75,1
2024-07-10,MLB,Milwaukee Brewers,Pittsburgh Pirates,2,12,1.63,2.35,0
2024-07-10,MLB,New York Mets,Washington Nationals,7,5,1.71,2.2,1
2024-07-10,MLB,Houston Astros,Miami Marlins,4,3,1.42,2.95,1
2024-07-10,MLB,Cincinnati Reds,Colorado Rockies,12,6,1.5,2.65,1
2024-07-10,MLB,Arizona Diamondbacks,Atlanta Braves,2,6,2.0,1.83,0
2024-07-10,MLB,Los Angeles Angels,Texas Rangers,4,5,2.5,1.56,0
2024-07-10,MLB,San Francisco Giants,Toronto Blue Jays,4,3,1.77,2.1,1
2024-07-10,MLB,San Diego Padres,Seattle Mariners,3,8,2.15,1.74,0
2024-07-10,MLB,Chicago White Sox,Minnesota Twins,3,1,2.35,1.63,1
2024-07-10,MLB,Tampa Bay Rays,New York Yankees,1,2,1.8,2.05,0
2024-07-10,MLB,St. Louis Cardinals,Kansas City Royals,4,6,1.67,2.25,0
2024-07-10,MLB,Philadelphia Phillies,Los Angeles Dodgers,4,3,1.71,2.2,1
2024-07-10,MLB,New York Mets,Washington Nationals,6,2,1.53,2.6,1
2024-07-10,MLB,San Diego Padres,Seattle Mariners,0,2,1.67,2.25,0
2024-07-10,MLB,Detroit Tigers,Cleveland Guardians,5,4,2.25,1.67,1
2024-07-10,MLB,Boston Red Sox,Athletics,2,5,1.5,2.65,0
2024-07-10,MLB,St. Louis Cardinals,Kansas City Royals,5,8,1.8,2.05,0
2024-07-10,MLB,Houston Astros,Miami Marlins,9,1,1.43,2.9,1
2024-07-10,MLB,Chicago White Sox,Minnesota Twins,2,3,2.7,1.49,0
2024-07-10,MLB,Baltimore Orioles,Chicago Cubs,0,4,1.56,2.5,0
2024-07-10,MLB,Milwaukee Brewers,Pittsburgh Pirates,9,0,1.63,2.35,1
2024-07-10,MLB,Los Angeles Angels,Texas Rangers,7,2,2.05,1.8,1
2024-07-10,MLB,Cincinnati Reds,Colorado Rockies,5,6,1.53,2.6,0
2024-07-10,MLB,Arizona Diamondbacks,Atlanta Braves,7,5,1.87,1.95,1
2024-07-10,MLB,San Francisco Giants,Toronto Blue Jays,6,10,1.63,2.35,0
2024-07-11,MLB,St. Louis Cardinals,Kansas City Royals,4,6,1.67,2.25,0
2024-07-11,MLB,Detroit Tigers,Cleveland Guardians,5,4,2.25,1.67,1
2024-07-11,MLB,Baltimore Orioles,Chicago Cubs,0,4,1.56,2.5,0
2024-07-11,MLB,Chicago White Sox,Minnesota Twins,3,1,2.35,1.63,1
2024-07-11,MLB,Chicago White Sox,Minnesota Twins,2,3,2.7,1.49,0
2024-07-11,MLB,San Diego Padres,Seattle Mariners,0,2,1.67,2.25,0
2024-07-11,MLB,Philadelphia Phillies,Los Angeles Dodgers,4,3,1.71,2.2,1
2024-07-11,MLB,Tampa Bay Rays,New York Yankees,1,2,1.8,2.05,0
2024-07-11,MLB,Cincinnati Reds,Colorado Rockies,5,6,1.53,2.6,0
2024-07-11,MLB,Boston Red Sox,Athletics,2,5,1.5,2.65,0
2024-07-11,MLB,New York Mets,Washington Nationals,6,2,1.53,2.6,1
2024-07-11,MLB,St. Louis Cardinals,Kansas City Royals,5,8,1.8,2.05,0
2024-07-11,MLB,Houston Astros,Miami Marlins,9,1,1.43,2.9,1
2024-07-11,MLB,Milwaukee Brewers,Pittsburgh Pirates,9,0,1.63,2.35,1
2024-07-11,MLB,Arizona Diamondbacks,Atlanta Braves,7,5,1.87,1.95,1
2024-07-11,MLB,Los Angeles Angels,Texas Rangers,7,2,2.05,1.8,1
2024-07-11,MLB,San Francisco Giants,Toronto Blue Jays,6,10,1.63,2.35,0
2024-07-11,MLB,Detroit Tigers,Cleveland Guardians,10,1,1.8,2.05,1
2024-07-11,MLB,Baltimore Orioles,Chicago Cubs,0,8,1.74,2.15,0
2024-07-11,MLB,Cincinnati Reds,Colorado Rockies,8,1,1.49,2.7,1
2024-07-11,MLB,San Francisco Giants,Toronto Blue Jays,3,5,1.77,2.1,0
2024-07-11,MLB,Milwaukee Brewers,Pittsburgh Pirates,0,1,2.0,1.83,0
2024-07-11,MLB,Tampa Bay Rays,New York Yankees,5,4,1.95,1.87,1
2024-07-11,MLB,Boston Red Sox,Athletics,7,0,1.43,2.9,1
2024-07-11,MLB,Philadelphia Phillies,Los Angeles Dodgers,5,1,1.65,2.3,1
2024-07-11,MLB,New York Mets,Washington Nationals,7,0,1.67,2.25,1
2024-07-11,MLB,Houston Astros,Miami Marlins,6,3,1.54,2.55,1
2024-07-11,MLB,Arizona Diamondbacks,Atlanta Braves,1,0,2.0,1.83,1
2024-07-11,MLB,Los Angeles Angels,Seattle Mariners,0,11,2.4,1.61,0
2024-07-12,MLB,Detroit Tigers,Cleveland Guardians,10,1,1.8,2.05,1
2024-07-12,MLB,New York Mets,Washington Nationals,7,0,1.67,2.25,1
2024-07-12,MLB,San Francisco Giants,Toronto Blue Jays,3,5,1.77,2.1,0
2024-07-12,MLB,Milwaukee Brewers,Pittsburgh Pirates,0,1,2.0,1.83,0
2024-07-12,MLB,Philadelphia Phillies,Los Angeles Dodgers,5,1,1.65,2.3,1
2024-07-12,MLB,Baltimore Orioles,Chicago Cubs,0,8,1.74,2.15,0
2024-07-12,MLB,Cincinnati Reds,Colorado Rockies,8,1,1.49,2.7,1
2024-07-12,MLB,Tampa Bay Rays,New York Yankees,5,4,1.95,1.87,1
2024-07-12,MLB,Boston Red Sox,Athletics,7,0,1.43,2.9,1
2024-07-12,MLB,Los Angeles Angels,Seattle Mariners,0,11,2.4,1.61,0
2024-07-12,MLB,Houston Astros,Miami Marlins,6,3,1.54,2.55,1
2024-07-12,MLB,Arizona Diamondbacks,Atlanta Braves,1,0,2.0,1.83,1
2024-07-12,MLB,Baltimore Orioles,New York Yankees,1,4,2.1,1.77,0
2024-07-12,MLB,Philadelphia Phillies,Athletics,2,6,1.38,3.1,0
2024-07-12,MLB,Tampa Bay Rays,Cleveland Guardians,2,0,1.74,2.15,1
2024-07-12,MLB,Cincinnati Reds,Miami Marlins,7,4,1.56,2.5,1
2024-07-12,MLB,Boston Red Sox,Kansas City Royals,1,6,1.95,1.87,0
2024-07-12,MLB,Detroit Tigers,Los Angeles Dodgers,3,4,1.67,2.25,0
2024-07-12,MLB,Chicago White Sox,Pittsburgh Pirates,1,4,1.59,2.45,0
2024-07-12,MLB,New York Mets,Colorado Rockies,7,6,1.36,3.3,1
2024-07-12,MLB,Houston Astros,Texas Rangers,6,3,1.67,2.25,1
2024-07-12,MLB,Milwaukee Brewers,Washington Nationals,2,5,1.37,3.2,0
2024-07-12,MLB,St. Louis Cardinals,Chicago Cubs,1,5,1.74,2.15,0
2024-07-12,MLB,Arizona Diamondbacks,Toronto Blue Jays,5,4,1.8,2.05,1
2024-07-12,MLB,San Francisco Giants,Minnesota Twins,7,1,2.25,1.67,1
2024-07-12,MLB,San Diego Padres,Atlanta Braves,1,6,1.83,2.0,0
2024-07-13,MLB,Detroit Tigers,Los Angeles Dodgers,3,4,1.67,2.25,0
2024-07-13,MLB,Philadelphia Phillies,Athletics,2,6,1.38,3.1,0
2024-07-13,MLB,Tampa Bay Rays,Cleveland Guardians,2,0,1.74,2.15,1
2024-07-13,MLB,Boston Red Sox,Kansas City Royals,1,6,1.95,1.87,0
2024-07-13,MLB,Baltimore Orioles,New York Yankees,1,4,2.1,1.77,0
2024-07-13,MLB,Cincinnati Reds,Miami Marlins,7,4,1.56,2.5,1
2024-07-13,MLB,New York Mets,Colorado Rockies,7,6,1.36,3.3,1
2024-07-13,MLB,Chicago White Sox,Pittsburgh Pirates,1,4,1.59,2.45,0
2024-07-13,MLB,San Diego Padres,Atlanta Braves,1,6,1.83,2.0,0
2024-07-13,MLB,Houston Astros,Texas Rangers,6,3,1.67,2.25,1
2024-07-13,MLB,Milwaukee Brewers,Washington Nationals,2,5,1.37,3.2,0
2024-07-13,MLB,Arizona Diamondbacks,Toronto Blue Jays,5,4,1.8,2.05,1
2024-07-13,MLB,St. Louis Cardinals,Chicago Cubs,1,5,1.74,2.15,0
2024-07-13,MLB,San Francisco Giants,Minnesota Twins,7,1,2.25,1.67,1
2024-07-13,MLB,Philadelphia Phillies,Athletics,11,5,1.54,2.55,1
