ticket_ref,ticket_date,ticket_type,ticket_status,ticket_total_odds,ticket_stake,ticket_stake_type,ticket_gain,ticket_legs_count,selection_market,selection_label,selection_match,selection_match_id,selection_sport,selection_odds,selection_status
"4Y3RGY5S","2022-10-13 23:00","Combiné","Perdu","149.54","","","0.00","8","Résultat (hors prolongations et TAB)","Pittsburgh Penguins","","34536671","Hockey","1.38","Gagné"
"4Y3RGY5S","2022-10-13 23:00","Combiné","Perdu","149.54","","","0.00","8","Résultat (hors prolongations et TAB)","Toronto Maple Leafs","","34536675","Hockey","1.74","Gagné"
"4Y3RGY5S","2022-10-13 23:00","Combiné","Perdu","149.54","","","0.00","8","Résultat","Atletico Tucuman","","33839819","Hockey","1.88","Perdu"
"4Y3RGY5S","2022-10-13 23:00","Combiné","Perdu","149.54","","","0.00","8","Résultat (hors prolongations et TAB)","Nashville Predators","","34536679","Hockey","2.15","Perdu"
"4Y3RGY5S","2022-10-13 23:00","Combiné","Perdu","149.54","","","0.00","8","Résultat (hors prolongations et TAB)","Vegas Golden Knights","","34536683","Hockey","1.47","Gagné"
"4Y3RGY5S","2022-10-13 23:00","Combiné","Perdu","149.54","","","0.00","8","Résultat (hors prolongations et TAB)","Los Angeles Kings","","34536687","Hockey","1.86","Perdu"
"4Y3M4GGK","2022-10-13 20:31","Combiné","Perdu","3.02","","","0.00","2","Score exact","2 - 0","","36486509","Tennis","1.82","Perdu"
"4Y3M4GGK","2022-10-13 20:31","Combiné","Perdu","3.02","","","0.00","2","Résultat","West Ham","","35647163","Tennis","1.66","Gagné"
"4Y3IF7HC","2022-10-13 18:47","Combiné","","1.93","","","1.58","2","Résultat","Villarreal","","35647343","","1.37","Gagné"
"4Y3IF7HC","2022-10-13 18:47","Combiné","","1.93","","","1.58","2","Double chance","Betis Séville ou match nul","","35648457","","1.41","Gagné"
"4Y3HOR0O","2022-10-13 18:27","Combiné","Perdu","7.38","","","0.00","4","Vainqueur","X. Wang","","36485631","Tennis","1.68","Perdu"
"4Y3HOR0O","2022-10-13 18:27","Combiné","Perdu","7.38","","","0.00","4","Score exact","2 - 0","","36486509","Tennis","1.76","Perdu"
"4Y3HOR0O","2022-10-13 18:27","Combiné","Perdu","7.38","","","0.00","4","Score exact","2 - 0","","36462799","Tennis","1.56","Perdu"
"4Y3HOR0O","2022-10-13 18:27","Combiné","Perdu","7.38","","","0.00","4","Vainqueur","C. Gauff","","36486511","Tennis","1.60","Gagné"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Vainqueur","F. Cerundolo","","36466519","Tennis","1.46","Gagné"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Vainqueur","D.Galfi","","36485635","Tennis","1.78","Perdu"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Score exact","0 - 2","","36462791","Tennis","1.86","Gagné"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Score exact","2 - 0","","36466509","Tennis","1.49","Perdu"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Score exact","0 - 2","","36462787","Tennis","1.44","Gagné"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Vainqueur","X. Wang","","36485637","Tennis","1.60","Gagné"
"4Y2WP5PT","2022-10-13 8:39","Combiné","Perdu","31.20","","","0.00","7","Score exact","2 - 0","","36466515","Tennis","1.88","Perdu"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Résultat","Águilas Doradas","","34247225","Hockey","1.64","Perdu"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Résultat (hors prolongations et TAB)","Carolina Hurricanes","","34536639","Hockey","1.60","Gagné"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Résultat (hors prolongations et TAB)","Toronto Maple Leafs","","34536641","Hockey","1.68","Perdu"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Vainqueur","Los Angeles Dodgers","","36578585","Hockey","1.46","Perdu"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Résultat (hors prolongations et TAB)","Colorado Avalanche","","34536649","Hockey","1.40","Gagné"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Score exact","2 - 0","","36486499","Hockey","1.47","Gagné"
"4Y2BJVJO","2022-10-12 22:47","Combiné","Perdu","24.37","","","0.00","7","Les 2 équipes marquent","Oui","","35186927","Hockey","1.84","Gagné"
"4Y2BG5FP","2022-10-12 22:44","Combiné","Perdu","2.72","","","0.00","2","Vainqueur","A. Bublik","","36462793","Tennis","1.43","Gagné"
"4Y2BG5FP","2022-10-12 22:44","Combiné","Perdu","2.72","","","0.00","2","Résultat","Independiente","","33839839","Tennis","1.90","Perdu"
"4Y28DLPZ","2022-10-12 21:18","Combiné","Perdu","4.81","","","0.00","2","Résultat","FC Barcelone","","35645037","","1.48","Perdu"
"4Y28DLPZ","2022-10-12 21:18","Combiné","Perdu","4.81","","","0.00","2","Résultat","Match nul","","35645045","","3.25","Perdu"
"4Y27G6YW","2022-10-12 20:52","Simple","Gagné","2.50","","","27.50","1","Mi-temps - RésultatB. Munich","Mi-temps - Résultat","","35645039","Football","2.50","Gagné"
"4XXTEF0T","2022-10-09 19:08","Simple","Perdu","9.50","","","0.00","1","Vainqueur","Asjad Iqbal","","36508963","","9.50","Perdu"
"4XXN4TBI","2022-10-09 16:12","Combiné","Perdu","4.49","","","0.00","3","Résultat","PSV Eindhoven","","34137225","Football","1.56","Gagné"
"4XXN4TBI","2022-10-09 16:12","Combiné","Perdu","4.49","","","0.00","3","Résultat","Sutjeska","","34096569","Football","1.58","Perdu"
"4XXN4TBI","2022-10-09 16:12","Combiné","Perdu","4.49","","","0.00","3","Résultat","HJK Helsinki","","36060875","Football","1.82","Gagné"
"4XXD4ZYI","2022-10-09 11:33","Simple","Gagné","1.45","","","21.75","1","1er set - Vainqueur","I. Swiatek","","36333449","Tennis","1.45","Gagné"
"4XWDHJ8I","2022-10-08 18:55","Combiné","Perdu","26.68","","","0.00","6","Résultat","Levski Sofia","","34157719","","1.44","Gagné"
"4XWDHJ8I","2022-10-08 18:55","Combiné","Perdu","26.68","","","0.00","6","Résultat","Aberdeen","","34167179","","1.92","Perdu"
"4XWDHJ8I","2022-10-08 18:55","Combiné","Perdu","26.68","","","0.00","6","Résultat","Amiens","","34171491","","2.20","Gagné"
"4XWDHJ8I","2022-10-08 18:55","Combiné","Perdu","26.68","","","0.00","6","Résultat","Guingamp","","34171499","","1.84","Perdu"
"4XWDHJ8I","2022-10-08 18:55","Combiné","Perdu","26.68","","","0.00","6","Résultat","Besiktas","","34478183","","1.74","Gagné"
"4XWDHJ8I","2022-10-08 18:55","Combiné","Perdu","26.68","","","0.00","6","Résultat","FC Porto","","34504723","","1.37","Gagné"
"4XWDDSIH","2022-10-08 18:52","Combiné","","26.68","","","0.72","6","Résultat","Levski Sofia","","34157719","","1.44","Gagné"
"4XWDDSIH","2022-10-08 18:52","Combiné","","26.68","","","0.72","6","Résultat","Aberdeen","","34167179","","1.92","Perdu"
"4XWDDSIH","2022-10-08 18:52","Combiné","","26.68","","","0.72","6","Résultat","Amiens","","34171491","","2.20","Gagné"
"4XWDDSIH","2022-10-08 18:52","Combiné","","26.68","","","0.72","6","Résultat","Guingamp","","34171499","","1.84","Perdu"
"4XWDDSIH","2022-10-08 18:52","Combiné","","26.68","","","0.72","6","Résultat","Besiktas","","34478183","","1.74","Gagné"
"4XWDDSIH","2022-10-08 18:52","Combiné","","26.68","","","0.72","6","Résultat","FC Porto","","34504723","","1.37","Gagné"
"4XW2ECKB","2022-10-08 13:44","Combiné","","2.58","","","0.76","2","Résultat","Marseille","","34172183","Football","1.50","Perdu"
"4XW2ECKB","2022-10-08 13:44","Combiné","","2.58","","","0.76","2","Double chance","Juventus ou match nul","","34286679","Football","1.72","Perdu"
"4XV20746","2022-10-07 20:45","Simple","Perdu","","","","0.00","1","","","","","Cotes boostées","","Perdu"
"4XUYUS3S","2022-10-07 19:17","Simple","","2.10","","","7.63","1","Résultat","Adana Demirspor","","34478175","","2.10","Perdu"
"4XUWFL7X","2022-10-07 18:09","Simple","","2.15","","","16.15","1","Résultat","Adana Demirspor","","34478199","","2.15","Gagné"
"4XUWDWCP","2022-10-07 18:08","Combiné","Perdu","14.23","","","0.00","5","Nombre de buts","Plus de 2,5","","34169761","","1.60","Gagné"
"4XUWDWCP","2022-10-07 18:08","Combiné","Perdu","14.23","","","0.00","5","Double chance","RKC Waalwijk ou match nul","","34137217","","1.58","Gagné"
"4XUWDWCP","2022-10-07 18:08","Combiné","Perdu","14.23","","","0.00","5","Résultat","Universitatea Craiova","","34416529","","1.70","Perdu"
"4XUWDWCP","2022-10-07 18:08","Combiné","Perdu","14.23","","","0.00","5","Double chance","Valence ou match nul","","34277349","","1.54","Gagné"
"4XUWDWCP","2022-10-07 18:08","Combiné","Perdu","14.23","","","0.00","5","Résultat","Adana Demirspor","","34478199","","2.15","Gagné"
"4XUC08D2","2022-10-07 28:38","Simple","Annulé","1.49","","","","1","Vainqueur","N. Kyrgios","","36332953","","1.49","Annulé"
"4XUBXO5H","2022-10-07 8:36","Combiné","Perdu","10.04","","","0.00","4","Nombre exact de sets","","","36333063","Tennis","2.05","Perdu"
"4XUBXO5H","2022-10-07 8:36","Combiné","Perdu","10.04","","","0.00","4","Vainqueur","N. Kyrgios","","36332953","Tennis","1.49",""
"4XUBXO5H","2022-10-07 8:36","Combiné","Perdu","10.04","","","0.00","4","Vainqueur","B. Coric","","36332955","Tennis","1.66","Perdu"
"4XUBXO5H","2022-10-07 8:36","Combiné","Perdu","10.04","","","0.00","4","Vainqueur","P. Kvitova","","36333427","Tennis","1.98","Perdu"
"4XTGJCOP","2022-10-06 17:57","Combiné","Perdu","4.97","","","0.00","3","Résultat","PSV Eindhoven","","35648373","Football","1.66","Gagné"
"4XTGJCOP","2022-10-06 17:57","Combiné","Perdu","4.97","","","0.00","3","Résultat","Etoile Rouge","","35649375","Football","1.92","Gagné"
"4XTGJCOP","2022-10-06 17:57","Combiné","Perdu","4.97","","","0.00","3","Résultat","Bâle","","35648217","Football","1.56","Perdu"
"4XTGFEGP","2022-10-06 17:54","Simple","Gagné","1.92","","","14.40","1","Résultat","Etoile Rouge","","35649375","","1.92","Gagné"
"4XTGDBT4","2022-10-06 17:52","Combiné","Perdu","2.26","","","0.00","2","Résultat","Bâle","","35648217","","1.56","Perdu"
"4XTGDBT4","2022-10-06 17:52","Combiné","Perdu","2.26","","","0.00","2","Résultat","Fribourg","","35649197","","1.45","Gagné"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Résultat","PSV Eindhoven","","35648373","Football","1.66","Gagné"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Les 2 équipes marquent","Oui","","35648805","Football","1.54","Perdu"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Résultat","Etoile Rouge","","35649375","Football","1.92","Gagné"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Résultat","Bâle","","35648217","Football","1.56","Perdu"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Résultat","Rennes","","35648411","Football","1.44","Gagné"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Résultat","Fenerbahce","","35648415","Football","1.45","Gagné"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Les 2 équipes marquent","Oui","","35648455","Football","1.74","Gagné"
"4XTGC1F3","2022-10-06 17:51","Combiné","Perdu","40.34","","","0.00","8","Résultat","Fribourg","","35649197","Football","1.45","Gagné"
"4XT5SMQJ","2022-10-06 12:56","Simple","Gagné","1.84","","","10.34","1","Vainqueur","E. Alexandrova","","36333443","","1.84","Gagné"
"4XRTQ2E0","2022-10-05 14:30","Simple","Gagné","1.60","","","15.62","1","Vainqueur","P. Kvitova","","36333435","","1.60","Gagné"
"4XQONGVO","2022-10-04 19:21","Simple","Gagné","1.64","","","19.76","1","Double chance","Francfort ou match nul","","35644589","","1.64","Gagné"
"4XPIR1JN","2022-10-03 23:48","Simple","Gagné","1.47","","","22.05","1","Vainqueur","B. Coric","","36400375","","1.47","Gagné"
"4XN85KJ9","2022-10-02 99:15","Combiné","Perdu","1.48","","","0.00","2","Top 10","Russell, George","","1000024719","F1","1.21","Perdu"
"4XN85KJ9","2022-10-02 99:15","Combiné","Perdu","1.48","","","0.00","2","Top 10","Norris, Lando","","1000024719","F1","1.22","Gagné"
"4XN7XJPY","2022-10-02 9:09","Combiné","Perdu","2.97","5.00","Freebet","0.00","3","Top 10","Perez, Sergio","","1000024719","F1","1.14","Gagné"
"4XN7XJPY","2022-10-02 9:09","Combiné","Perdu","2.97","5.00","Freebet","0.00","3","Top 10","Ocon, Esteban","","1000024719","F1","2.15","Perdu"
"4XN7XJPY","2022-10-02 9:09","Combiné","Perdu","2.97","5.00","Freebet","0.00","3","Top 10","Russell, George","","1000024719","F1","1.21","Perdu"
"4XM7OHA1","2022-10-01 16:14","Combiné","Perdu","7.30","3.00","Freebet","0.00","5","Résultat","RB Salzbourg","","34248911","","1.42","Perdu"
"4XM7OHA1","2022-10-01 16:14","Combiné","Perdu","7.30","3.00","Freebet","0.00","5","Résultat","Djurgardens","","31603211","","1.49","Perdu"
"4XM7OHA1","2022-10-01 16:14","Combiné","Perdu","7.30","3.00","Freebet","0.00","5","Résultat","Olimpija Ljubljana","","34229767","","1.37","Gagné"
"4XM7OHA1","2022-10-01 16:14","Combiné","Perdu","7.30","3.00","Freebet","0.00","5","Résultat","Vålerenga","","31602291","","1.50","Gagné"
"4XM7OHA1","2022-10-01 16:14","Combiné","Perdu","7.30","3.00","Freebet","0.00","5","Résultat","Racing Genk","","34271141","","1.68","Gagné"
"4XM7LTMG","2022-10-01 16:12","Simple","Perdu","4.00","","","0.00","1","Résultat","Legia Varsovie","","33913055","","4.00","Perdu"
"4XM7KLA0","2022-10-01 16:11","Combiné","Perdu","13.85","2.00","Freebet","0.00","4","Résultat","Las Palmas","","34278571","","2.00","Perdu"
"4XM7KLA0","2022-10-01 16:11","Combiné","Perdu","13.85","2.00","Freebet","0.00","4","Résultat","Osijek","","34213653","","1.98","Gagné"
"4XM7KLA0","2022-10-01 16:11","Combiné","Perdu","13.85","2.00","Freebet","0.00","4","Résultat","Rapid Vienne","","34248921","","1.88","Gagné"
"4XM7KLA0","2022-10-01 16:11","Combiné","Perdu","13.85","2.00","Freebet","0.00","4","Résultat","Gudja United","","35471089","","1.86","Gagné"
"4XF8ASTZ","2022-09-26 18:57","Combiné","Perdu","11.06","","","0.00","2","Résultat","Allemagne","","31079603","","2.95","Perdu"
"4XF8ASTZ","2022-09-26 18:57","Combiné","Perdu","11.06","","","0.00","2","Résultat","Bosnie-Herzégovine","","31079959","","3.75","Perdu"
"4XF89I1V","2022-09-26 18:56","Combiné","Perdu","3.99","","","0.00","2","Résultat","Italie","","31079605","","2.10","Gagné"
"4XF89I1V","2022-09-26 18:56","Combiné","Perdu","3.99","","","0.00","2","Résultat","Macédoine du Nord","","31081629","","1.90","Perdu"
"4XF88PVJ","2022-09-26 18:56","Combiné","Perdu","28.76","","","0.00","3","Résultat","Allemagne","","31079603","","2.95","Perdu"
"4XF88PVJ","2022-09-26 18:56","Combiné","Perdu","28.76","","","0.00","3","Résultat","Monténégro","","31079957","","2.60","Perdu"
"4XF88PVJ","2022-09-26 18:56","Combiné","Perdu","28.76","","","0.00","3","Résultat","Bosnie-Herzégovine","","31079959","","3.75","Perdu"
"4XF86VQ7","2022-09-26 18:54","Simple","Perdu","","","","0.00","1","Résultat","Gibraltar","","31081627","","","Perdu"
"4XF86GZY","2022-09-26 18:54","Simple","Perdu","","","","0.00","1","Résultat","Saint-Marin","","32955113","","","Perdu"
"4XF85V84","2022-09-26 18:54","Combiné","Perdu","54.00","","","0.00","3","Résultat","Hongrie","","31079605","","4.00","Perdu"
"4XF85V84","2022-09-26 18:54","Combiné","Perdu","54.00","","","0.00","3","Résultat","Finlande","","31079957","","3.00","Gagné"
"4XF85V84","2022-09-26 18:54","Combiné","Perdu","54.00","","","0.00","3","Résultat","Bulgarie","","31081629","","4.50","Gagné"
"4XDY4E0R","2022-09-25 21:25","Combiné","Perdu","7.01","","","0.00","2","Résultat","Belgique","","31079629","","2.55","Perdu"
"4XDY4E0R","2022-09-25 21:25","Combiné","Perdu","7.01","","","0.00","2","Résultat","Pays de Galles","","31079631","","2.75","Perdu"
"4XDNE8LR","2022-09-25 16:24","Combiné","Perdu","38.48","","","0.00","4","Résultat","Croatie","","31079555","","2.45","Gagné"
"4XDNE8LR","2022-09-25 16:24","Combiné","Perdu","38.48","","","0.00","4","Résultat","France","","31079557","","2.20","Perdu"
"4XDNE8LR","2022-09-25 16:24","Combiné","Perdu","38.48","","","0.00","4","Résultat","Belgique","","31079629","","2.80","Perdu"
"4XDNE8LR","2022-09-25 16:24","Combiné","Perdu","38.48","","","0.00","4","Résultat","Pays de Galles","","31079631","","2.55","Perdu"
"4XC9RL87","2022-09-24 17:15","Combiné","Perdu","18.45","","","0.00","2","Résultat","République d'Irlande","","31079907","","4.10","Perdu"
"4XC9RL87","2022-09-24 17:15","Combiné","Perdu","18.45","","","0.00","2","Résultat","Suède","","31080015","","4.50","Perdu"
"4XBS5YVF","2022-09-24 9:02","Combiné","Perdu","6.17","","","0.00","3","Résultat","Huesca","","34278539","","2.45","Gagné"
"4XBS5YVF","2022-09-24 9:02","Combiné","Perdu","6.17","","","0.00","3","Résultat","Connah's Quay","","34355407","","1.50","Gagné"
"4XBS5YVF","2022-09-24 9:02","Combiné","Perdu","6.17","","","0.00","3","Résultat","Haverfordwest","","34355409","","1.68","Perdu"
"4XB7XSGZ","2022-09-23 23:36","Combiné","Perdu","11.70","","","0.00","3","Résultat","Huracan","","33839719","","1.90","Gagné"
"4XB7XSGZ","2022-09-23 23:36","Combiné","Perdu","11.70","","","0.00","3","Résultat","Boca Juniors","","33839721","","2.80","Gagné"
"4XB7XSGZ","2022-09-23 23:36","Combiné","Perdu","11.70","","","0.00","3","Résultat","Guarani Asuncion","","35186895","","2.20","Perdu"
"4X9QJUOA","2022-09-22 22:42","Simple","Perdu","5.20","","","0.00","1","Résultat","Unión Magdalena","","34247145","","5.20","Perdu"
"4X9PYNRP","2022-09-22 22:25","Combiné","Perdu","8.37","","","0.00","2","Résultat","Lituanie","","31081551","","6.75","Perdu"
"4X9PYNRP","2022-09-22 22:25","Combiné","Perdu","8.37","","","0.00","2","Résultat","Azerbaïdjan","","31081601","","1.24","Gagné"
"4X9M9XJD","2022-09-22 20:42","Simple","Gagné","7.25","","","36.25","1","Résultat","Azerbaïdjan","","31081601","","7.25","Gagné"
"4X9M9N0F","2022-09-22 20:42","Combiné","","10.87","","","0.91","5","Résultat","France","","31079553","","1.41","Gagné"
"4X9M9N0F","2022-09-22 20:42","Combiné","","10.87","","","0.91","5","Résultat","Belgique","","31079625","","1.33","Gagné"
"4X9M9N0F","2022-09-22 20:42","Combiné","","10.87","","","0.91","5","Résultat","Lituanie","","31081551","","2.30","Perdu"
"4X9M9N0F","2022-09-22 20:42","Combiné","","10.87","","","0.91","5","Résultat","Turquie","","31081553","","1.26","Perdu"
"4X9M9N0F","2022-09-22 20:42","Combiné","","10.87","","","0.91","5","Résultat","Andorre","","31081639","","2.00","Gagné"
"4X5B1RW0","2022-09-19 20:17","Combiné","Perdu","36.68","","","0.00","6","Vainqueur","J. Duckworth","","36121841","Tennis","1.94","Gagné"
"4X5B1RW0","2022-09-19 20:17","Combiné","Perdu","36.68","","","0.00","6","Résultat","Tenerife","","34278531","Tennis","1.96","Gagné"
"4X5B1RW0","2022-09-19 20:17","Combiné","Perdu","36.68","","","0.00","6","Résultat","Arsenal Sarandi","","33839681","Tennis","1.74","Gagné"
"4X5B1RW0","2022-09-19 20:17","Combiné","Perdu","36.68","","","0.00","6","Résultat","Nacional Asuncion","","35186881","Tennis","1.54","Gagné"
"4X5B1RW0","2022-09-19 20:17","Combiné","Perdu","36.68","","","0.00","6","Vainqueur","T.M. Etcheverry","","36162013","Tennis","1.60","Gagné"
"4X5B1RW0","2022-09-19 20:17","Combiné","Perdu","36.68","","","0.00","6","Résultat","Boca Juniors","","33839689","Tennis","2.25","Perdu"
"4X5B0W9G","2022-09-19 20:16","Combiné","Perdu","9.29","","","0.00","3","Résultat","Boca Juniors","","33839689","Football","2.25","Perdu"
"4X5B0W9G","2022-09-19 20:16","Combiné","Perdu","9.29","","","0.00","3","Résultat","Internacional","","31932693","Football","2.15","Gagné"
"4X5B0W9G","2022-09-19 20:16","Combiné","Perdu","9.29","","","0.00","3","Résultat","Olimpia Asuncion","","35186883","Football","1.92","Perdu"
"4X559OTW","2022-09-19 17:35","Combiné","","3.37","","","0.49","2","Résultat","Feirense","","34505805","","1.98","Gagné"
"4X559OTW","2022-09-19 17:35","Combiné","","3.37","","","0.49","2","Résultat","Cluj","","34416493","","1.70","Gagné"
"4X4QU7G4","2022-09-19 10:51","Combiné","Perdu","16.95","","","0.00","4","Résultat","Partizani Tirana","","34846069","","2.30","Gagné"
"4X4QU7G4","2022-09-19 10:51","Combiné","Perdu","16.95","","","0.00","4","Résultat","KF Ballkani","","34961509","","1.49","Gagné"
"4X4QU7G4","2022-09-19 10:51","Combiné","Perdu","16.95","","","0.00","4","Résultat","FK Velez Mostar","","34173661","","2.30","Perdu"
"4X4QU7G4","2022-09-19 10:51","Combiné","Perdu","16.95","","","0.00","4","Résultat","Novi Pazar","","34139493","","2.15","Perdu"
"4X41LNB8","2022-09-18 23:04","Combiné","Perdu","4.63","","","0.00","3","Résultat","Palmeiras","","31932685","","1.37","Gagné"
"4X41LNB8","2022-09-18 23:04","Combiné","Perdu","4.63","","","0.00","3","Résultat","Paranaense","","31932697","","1.78","Perdu"
"4X41LNB8","2022-09-18 23:04","Combiné","Perdu","4.63","","","0.00","3","Résultat","Santos Laguna","","34028269","","1.90","Gagné"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Vainqueur","A. Tabilo","","36136283","MMA","1.60","Perdu"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Résultat","River Plate","","33839693","MMA","2.20","Gagné"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Vainqueur","France","","34292447","MMA","1.65","Perdu"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Vainqueur","M. Arevalo","","36119535","MMA","1.68",""
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Vainqueur","M-A. Huesler","","36119175","MMA","1.52","Perdu"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Résultat","Anderlecht","","34271107","MMA","1.30","Gagné"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Résultat","Albacete","","34278519","MMA","1.96","Perdu"
"4X3VNCXT","2022-09-18 20:18","Combiné","Perdu","52.15","","","0.00","8","Résultat","Braga","","34504681","MMA","1.38","Gagné"
"4X3V5TBJ","2022-09-18 20:04","Combiné","Gagné","4.46","","","44.65","2","Résultat","Wydad Casablanca","","35709579","Football","1.90","Gagné"
"4X3V5TBJ","2022-09-18 20:04","Combiné","Gagné","4.46","","","44.65","2","Résultat","R. Madrid","","34277301","Football","2.35","Gagné"
"4X3QAC5B","2022-09-18 17:48","Combiné","Perdu","4.26","","","0.00","4","Résultat","Dinamo Tbilisi","","32018137","","1.35","Gagné"
"4X3QAC5B","2022-09-18 17:48","Combiné","Perdu","4.26","","","0.00","4","Résultat","Zalgiris Vilnius","","34244185","","1.38","Gagné"
"4X3QAC5B","2022-09-18 17:48","Combiné","Perdu","4.26","","","0.00","4","Résultat","PAOK Salonique","","34984849","","1.68","Perdu"
"4X3QAC5B","2022-09-18 17:48","Combiné","Perdu","4.26","","","0.00","4","Résultat","Raja Casablanca","","35709577","","1.36","Perdu"
"4X3LY5LM","2022-09-18 15:46","Combiné","Perdu","9.15","","","0.00","5","Résultat","Istanbul Basaksehir","","34478143","","1.58","Perdu"
"4X3LY5LM","2022-09-18 15:46","Combiné","Perdu","9.15","","","0.00","5","Résultat","AC Descaldes","","34495841","","1.58","Gagné"
"4X3LY5LM","2022-09-18 15:46","Combiné","Perdu","9.15","","","0.00","5","Résultat","Ajax","","34137197","","1.60","Perdu"
"4X3LY5LM","2022-09-18 15:46","Combiné","Perdu","9.15","","","0.00","5","Résultat","Vojvodina","","34139499","","1.66","Gagné"
"4X3LY5LM","2022-09-18 15:46","Combiné","Perdu","9.15","","","0.00","5","Résultat","RB Salzbourg","","34248899","","1.38","Perdu"
"4X39K7SN","2022-09-18 9:59","Combiné","Gagné","2.59","","","0.34","4","Double chance","FC Tokyo ou match nul","","31768027","Football","1.25","Gagné"
"4X39K7SN","2022-09-18 9:59","Combiné","Gagné","2.59","","","0.34","4","Double chance","Benfica B ou match nul","","34505807","Football","1.19","Gagné"
"4X39K7SN","2022-09-18 9:59","Combiné","Gagné","2.59","","","0.34","4","Double chance","GO Ahead Eagles ou match nul","","34137191","Football","1.34","Gagné"
"4X39K7SN","2022-09-18 9:59","Combiné","Gagné","2.59","","","0.34","4","Double chance","Racing Genk ou match nul","","34271111","Football","1.30","Gagné"
"4X39J278","2022-09-18 89:59","Combiné","","3.06","","","8.55","5","Double chance","FC Tokyo ou match nul","","31768027","Football","1.25","Gagné"
"4X39J278","2022-09-18 89:59","Combiné","","3.06","","","8.55","5","Double chance","Benfica B ou match nul","","34505807","Football","1.19","Gagné"
"4X39J278","2022-09-18 89:59","Combiné","","3.06","","","8.55","5","Double chance","GO Ahead Eagles ou match nul","","34137191","Football","1.34","Gagné"
"4X39J278","2022-09-18 89:59","Combiné","","3.06","","","8.55","5","Double chance","Racing Genk ou match nul","","34271111","Football","1.30","Gagné"
"4X39J278","2022-09-18 89:59","Combiné","","3.06","","","8.55","5","Double chance","AC Descaldes ou match nul","","34495841","Football","1.18","Gagné"
"4X2WWYKX","2022-09-18 4:05","Combiné","Perdu","16.63","","","0.00","5","Résultat","FC Dallas","","31100255","","2.45","Perdu"
"4X2WWYKX","2022-09-18 4:05","Combiné","Perdu","16.63","","","0.00","5","Résultat","Los Angeles Galaxy","","31100273","","1.56","Gagné"
"4X2WWYKX","2022-09-18 4:05","Combiné","Perdu","16.63","","","0.00","5","Résultat","Yokohama Marinos","","31768029","","1.45","Perdu"
"4X2WWYKX","2022-09-18 4:05","Combiné","Perdu","16.63","","","0.00","5","Résultat","Ulsan","","31561789","","1.50","Gagné"
"4X2WWYKX","2022-09-18 4:05","Combiné","Perdu","16.63","","","0.00","5","Résultat","Jeonbuk","","31561793","","2.00","Gagné"
"4X2MQ7E7","2022-09-17 23:20","Simple","Perdu","4.75","","","0.00","1","Vainqueur","G. Golovkin","","33824875","","4.75","Perdu"
"4X2KWWUO","2022-09-17 22:29","Combiné","Perdu","127.82","","","0.00","8","Résultat","Chicago Fire","","31100263","","1.92","Perdu"
"4X2KWWUO","2022-09-17 22:29","Combiné","Perdu","127.82","","","0.00","8","Résultat","Monterrey","","34028261","","1.41","Gagné"
"4X2KWWUO","2022-09-17 22:29","Combiné","Perdu","127.82","","","0.00","8","Résultat","Kansas City","","31100265","","1.92","Gagné"
